,amount_words,lenght_to_word,has_words_in,area_rect,b,g,r,img_name,wrods,target
549,0,141.58566311600904,0,187,24,182,63,selenium/31_1.png,button,6
550,0,140.5142341544087,0,176,227,128,39,selenium/31_1.png,button,6
551,1,0.0,1,3399,57,0,255,selenium/31_1.png, Dee ,6
552,1,0.0,1,2706,187,84,153,selenium/31_1.png, Info ,6
553,1,0.0,1,3564,24,182,63,selenium/31_1.png, Tae ,6
554,1,0.0,1,3564,227,128,39,selenium/31_1.png, Primary ,6
555,4,0.0,1,19710,24,182,63,selenium/31_1.png, Primary  Tae  Dee  Info ,6
556,5,0.0,1,11880,227,128,39,selenium/31_1.png, Button  Button  Button  Button  Button ,6
557,1,0.0,1,1550,255,255,255,selenium/31_1.png, Dark ,6
558,1,0.0,1,1612,255,255,255,selenium/31_1.png, Light ,6
559,1,0.0,1,1984,193,109,33,selenium/31_1.png, Button ,6
560,1,0.0,1,2077,255,255,255,selenium/31_1.png, Danger ,6
561,1,0.0,1,2294,255,255,255,selenium/31_1.png, Warning ,6
562,1,0.0,1,1395,255,255,255,selenium/31_1.png, Info ,6
563,1,0.0,1,2232,255,255,255,selenium/31_1.png, Success ,6
564,1,0.0,1,2232,255,255,255,selenium/31_1.png, Primary ,6
565,8,0.0,1,42195,255,255,255,selenium/31_1.png, Primary  Secondary  Success  Warning  Danger  Info  Light  Dark ,6
566,1,0.0,1,2139,255,255,255,selenium/31_1.png, Radio ,6
567,1,0.0,1,2108,255,255,255,selenium/31_1.png, Radio ,6
568,1,0.0,1,2343,227,128,39,selenium/31_1.png, Radio ,6
569,3,0.0,1,10440,255,255,255,selenium/31_1.png, Radio  Radio  Radio ,6
570,0,46.82413907377262,0,378,182,102,31,selenium/31_1.png,Button,6
571,1,0.0,1,2945,182,102,31,selenium/31_1.png, Checkbox ,6
572,2,0.0,1,6534,227,128,39,selenium/31_1.png, felntedelend  Checkbox ,6
573,3,0.0,1,14040,227,128,39,selenium/31_1.png, Checkbox  felntedelend  Checkbox ,6
574,9,0.0,1,42195,255,255,255,selenium/31_1.png, Primary  Secondary  cae sit  errs  peg  Info  Light  Dark ,6
575,8,0.0,1,42195,255,255,255,selenium/31_1.png, Primary  SSN  Success  ers  Info  Danger  Light  DET ,6
576,0,119.17319329446535,0,372,192,192,192,selenium/31_1.png,Twitter,6
577,0,36.840874039577294,0,187,227,128,39,selenium/31_1.png,Cosmo,6
578,0,35.7246413557925,0,187,227,128,39,selenium/31_1.png,Help,6
579,0,36.62308015445998,0,378,227,128,39,selenium/31_1.png,Twitter,6
580,0,35.5,0,441,227,128,39,selenium/31_1.png,GitHub,6
581,62,0.0,1,884658,255,255,255,selenium/31_1.png, Bootswatch  Bi anated  GitHub  Twitter  Help  Lely  Cosmo  Primary  SSN  Success  ers  Info  Danger  button  Light  DET  button  Primary  Secondary  cae sit  errs  peg  Info  Checkbox  felntedelend  Checkbox  Light  Dark  Radio  Radio  Radio  Primary  Secondary  Success  Warning  Danger  Info  Button  Light  Dark  Button  Primary  Tae  Dee  Info  Button  Button  button  1 Tet)  Default  button  Small  button  Button  Button  Left  Middle  Right  Typography ,6
582,1,0.0,1,2205,85,85,85,selenium/46_0.png, Search ,0
583,1,0.0,1,2205,85,85,85,selenium/46_0.png, Search ,0
584,2,0.0,1,13405,51,51,51,selenium/46_0.png, Block  button ,6
585,0,46.28714724413247,0,297,255,255,255,selenium/46_0.png,Pre,6
586,0,39.003204996512785,0,5456,255,255,255,selenium/46_0.png,Block,6
587,4,0.0,1,61295,255,255,255,selenium/46_0.png, Navbar  Pricing  About  Search ,6
588,0,75.34255105848221,0,297,85,85,85,selenium/46_0.png,Pre,6
589,0,85.64607404896036,0,5456,255,255,255,selenium/46_0.png,Block,6
590,4,0.0,1,61295,85,85,85,selenium/46_0.png, Navbar  About  Lelie)  Search ,6
591,0,66.54697588921678,0,297,51,51,51,selenium/46_0.png,,6
592,0,78.42352963237501,0,5456,255,255,255,selenium/46_0.png,,6
593,4,0.0,1,61295,51,51,51,selenium/46_0.png, Navbar  Search  Pricing  About ,6
594,0,91.84906096417099,0,594,255,255,255,selenium/46_0.png,hand-drawn,6
595,0,83.05419917138447,0,372,192,192,192,selenium/46_0.png,Twitter,6
596,0,37.662979170532964,0,187,255,255,255,selenium/46_0.png,,6
597,0,31.599050618649922,0,187,255,255,255,selenium/46_0.png,,6
598,0,36.53080891521566,0,378,255,255,255,selenium/46_0.png,Twitter,6
599,0,34.03307215048327,0,462,255,255,255,selenium/46_0.png,,6
600,33,0.0,1,884658,255,255,255,selenium/46_0.png, Bootswatch  Blog  Twitter  Sketchy  hand-drawn  and  look  for  mirth  mockups  Navbars  Navbar  Search  Pricing  About  Navbar  About  Lelie)  Search  Navbar  Pricing  About  Search  Buttons  ra  Sao]  Success  Info  Par}  Pre  Light  Block  button ,6
601,0,345.55064751784215,0,13710,255,255,255,selenium/46_0.png,Success,6
602,0,29.53811097548386,0,27750,255,255,255,selenium/46_0.png,Light,6
603,0,139.4793891583986,0,27750,255,255,255,selenium/46_0.png,Light,6
604,0,107.33708585572836,0,27780,255,255,255,selenium/46_0.png,,6
605,0,61.77782773778955,0,245,74,180,56,selenium/51_8.png,alternatives,6
606,0,196.3600010185374,0,490,239,236,233,selenium/51_8.png,alternatives,6
607,0,70.33135858207206,0,231,44,56,223,selenium/51_8.png,alternatives,6
608,1,0.0,1,612,83,41,119,selenium/51_8.png, Porvad ,6
609,0,156.5199667774051,0,459,184,162,23,selenium/51_8.png,alternatives,6
610,0,101.51970252123476,0,714,62,183,239,selenium/51_8.png,alternatives,6
611,0,63.5963835449784,0,663,159,167,174,selenium/51_8.png,Basic,6
612,0,16.867127793433,0,391,32,84,233,selenium/51_8.png,Basic,6
613,0,415.73579350351827,0,366,192,192,192,selenium/51_8.png,not,6
614,0,158.25454179896386,0,195,62,183,239,selenium/51_8.png," 

ene)",6
615,0,36.50342449688796,0,255,159,167,174,selenium/51_8.png,Progress,6
616,0,78.84478422825444,0,715,74,180,56,selenium/51_8.png,Progress,6
617,0,147.35840661462106,0,255,62,183,239,selenium/51_8.png,alternatives,6
618,0,134.76831971943554,0,663,44,56,223,selenium/51_8.png,alternatives,6
619,0,45.96194077712559,0,221,32,84,233,selenium/51_8.png,Progress,6
620,2,0.0,1,646,83,41,119,selenium/51_8.png, Porva 4 ,6
621,1,0.0,1,561,184,162,23,selenium/51_8.png, ais) ,6
622,0,16.80773631397161,0,168,159,167,174,selenium/51_8.png,Progress,6
623,0,70.34379858949899,0,408,32,84,233,selenium/51_8.png,Basic,6
624,0,118.51687643538367,0,529,252,251,251,selenium/51_8.png,not,6
625,0,109.86924046337992,0,529,236,237,239,selenium/51_8.png,super,6
626,0,42.10997506529777,0,529,210,221,251,selenium/51_8.png," 

ent)",6
627,7,0.0,1,28611,236,237,239,selenium/51_8.png," done!  successfully  You  read  important  message.

  ",6
628,4,0.0,1,21600,210,221,251,selenium/51_8.png, snap!  and  submitting  again. ,6
629,9,0.0,1,30975,252,251,251,selenium/51_8.png, Heads  This  needs  but  it's  not  your  important.  super ,6
630,0,77.81548689046416,0,529,241,236,209,selenium/51_8.png,not,6
631,0,85.87345340674264,0,529,219,240,215,selenium/51_8.png,super,6
632,0,78.86222162734195,0,529,213,215,249,selenium/51_8.png,,6
633,9,0.0,1,28611,241,236,209,selenium/51_8.png, Heads  This  needs  but  it's  not  your  important.  super ,6
634,7,0.0,1,28611,219,240,215,selenium/51_8.png," done!  successfully  You  read  important  message.

  ",6
635,4,0.0,1,21600,213,215,249,selenium/51_8.png, snap!  and  submitting  again. ,6
636,0,39.45883931389772,0,176,32,84,233,selenium/51_8.png,United,6
637,0,36.840874039577294,0,187,32,84,233,selenium/51_8.png,fatale),6
638,0,40.11234224026316,0,360,32,84,233,selenium/51_8.png,Twitter,6
639,0,38.5,0,441,32,84,233,selenium/51_8.png,GitHub,6
640,76,0.0,1,884658,255,255,255,selenium/51_8.png," Bootswatch  GitHub  ast  fatale)  Blog  United  Twitter  vel  scelerisque  consectetur  magna,  done!  successfully  Heads  This  needs  snap!  You  and  submitting  again.  read  important  but  it's  not  your  important.  message.

   super  done!  successfully  Heads  This  needs  snap!  You  and  submitting  again.  read  important  but  it's  not  your  important.  message.

   super  Badges  Teed  Eerie   

ent)  ais)  Porva 4  Success  rT lg  Giri  Crea  CELT Gg

    

ene)  ii)  Porvad  Success  Progress  Basic  Contextual  alternatives ",6
641,0,476.9027678678328,0,20880,255,255,255,selenium/51_8.png,alternatives,6
642,0,512.4502414869174,0,28260,255,255,255,selenium/51_8.png,alternatives,6
643,0,418.02781007966445,0,13860,255,255,255,selenium/51_8.png,alternatives,6
644,0,479.0148745080887,0,28260,255,255,255,selenium/51_8.png,alternatives,6
645,0,381.9204760156229,0,6840,255,255,255,selenium/51_8.png,Contextual,6
646,0,446.483202371601,0,28260,255,255,255,selenium/51_8.png,alternatives,6
647,0,284.1148535363824,0,6840,255,255,255,selenium/51_8.png,Contextual,6
648,0,369.5690057350589,0,28260,255,255,255,selenium/51_8.png,alternatives,6
649,0,106.68879978704419,0,14250,255,255,255,selenium/51_8.png,alternatives,6
650,0,100.0012499921876,0,14250,255,255,255,selenium/51_8.png,"CELT Gg

 ",6
651,0,107.20074626605917,0,27840,32,84,233,selenium/51_8.png,successfully,6
652,0,450.1255380446659,0,372,192,192,192,selenium/31_8.png,super,6
653,0,187.59864072002227,0,155,255,255,255,selenium/31_8.png,alternatives,6
654,0,58.180752831155424,0,224,24,182,63,selenium/31_8.png,alternatives,6
655,0,56.32051136131489,0,168,60,58,55,selenium/31_8.png,Basic,6
656,0,120.7393887677091,0,442,24,117,255,selenium/31_8.png,alternatives,6
657,0,71.58910531638176,0,646,57,0,255,selenium/31_8.png,alternatives,6
658,0,75.58438992278762,0,168,60,58,55,selenium/31_8.png,Progress,6
659,1,0.0,1,1377,255,255,255,selenium/31_8.png, Dried ,6
660,0,197.11988737821457,0,496,250,249,248,selenium/31_8.png,alternatives,6
661,0,145.0008620664029,0,455,60,58,55,selenium/31_8.png,Dried,6
662,0,142.5,0,608,250,249,248,selenium/31_8.png,Light,6
663,1,0.0,1,465,187,84,153,selenium/31_8.png, atid ,6
664,0,141.64480223432133,0,493,24,117,255,selenium/31_8.png,Rs,6
665,1,0.0,1,816,57,0,255,selenium/31_8.png, Drie ,6
666,1,0.0,1,780,24,182,63,selenium/31_8.png, Success ,6
667,0,11.5,0,1005,60,58,55,selenium/31_8.png,Progress,6
668,0,56.5,0,795,227,128,39,selenium/31_8.png,Progress,6
669,0,139.16896205691842,0,272,24,117,255,selenium/31_8.png,Rs,6
670,0,37.13825520941984,0,325,249,230,212,selenium/31_8.png,Success,6
671,0,118.7360518124129,0,529,254,254,254,selenium/31_8.png,,6
672,0,114.30769877834126,0,529,216,216,215,selenium/31_8.png,important.,6
673,0,43.292609068985435,0,529,249,230,212,selenium/31_8.png,ATT d,6
674,6,0.0,1,21825,216,216,215,selenium/31_8.png, done!  You  successfully  read  Well  message. ,6
675,6,0.0,1,21750,249,230,212,selenium/31_8.png, few  snap!  and  submitting  again.  try ,6
676,0,45.96194077712559,0,276,215,204,255,selenium/31_8.png,again.,6
677,0,70.55671477612886,0,529,241,221,235,selenium/31_8.png,,6
678,0,72.54825979994283,0,529,209,240,217,selenium/31_8.png,read,6
679,0,77.40316530995356,0,529,215,204,255,selenium/31_8.png,,6
680,11,0.0,1,28809,241,221,235,selenium/31_8.png," Heads  This  alert needs  up!  it's  attention,  but  not  super  important. ",6
681,5,0.0,1,21825,209,240,217,selenium/31_8.png, done!  You  successfully  read  Well ,6
682,6,0.0,1,21750,215,204,255,selenium/31_8.png, few  snap!  and  submitting  try  again. ,6
683,0,36.840874039577294,0,187,227,128,39,selenium/31_8.png,Cosmo,6
684,0,35.7246413557925,0,187,227,128,39,selenium/31_8.png,Help,6
685,0,36.62308015445998,0,378,227,128,39,selenium/31_8.png,Twitter,6
686,0,35.5,0,441,227,128,39,selenium/31_8.png,GitHub,6
687,80,0.0,1,884658,255,255,255,selenium/31_8.png," Bootswatch  Bi anated  GitHub  Twitter  Help  Lely  Cosmo  SCELETISQUE NISt CONSECTETUF EL.  done!  You  successfully  read  Heads  This  alert needs  few  Well  snap!  up!  and  submitting  it's  try  again.  attention,  but  not  super  important.  done!  You  successfully  read  This  few  Well  Heads  needs  snap!  up!  and  submitting  again.  attention,  but  it's  try  not  message.  super  important.  Badges  Sra  Light  Dried  Tetra  Success  Drie  ATT d  atid  Sire  Brae  Success  Info  Light  Dried  ris  Rs  Progress  Basic  Contextual  alternatives  Multiple  bars ",6
688,0,471.68766148798085,0,28260,255,255,255,selenium/31_8.png,bars,6
689,0,380.4063616713054,0,20880,255,255,255,selenium/31_8.png,bars,6
690,0,453.8339454029414,0,28260,255,255,255,selenium/31_8.png,bars,6
691,0,298.23648334836565,0,13860,255,255,255,selenium/31_8.png,bars,6
692,0,436.9201872195882,0,28260,255,255,255,selenium/31_8.png,bars,6
693,0,249.0321264415497,0,6840,255,255,255,selenium/31_8.png,bars,6
694,0,421.0596751055603,0,28260,255,255,255,selenium/31_8.png,bars,6
695,0,477.69550971303886,0,20880,255,255,255,selenium/31_8.png,alternatives,6
696,0,162.04937519163718,0,6840,255,255,255,selenium/31_8.png,bars,6
697,0,378.630756806681,0,28260,255,255,255,selenium/31_8.png,bars,6
698,0,95.40047169694708,0,10830,255,255,255,selenium/31_8.png,Progress,6
699,0,86.00581375697809,0,13440,255,255,255,selenium/31_8.png,ris,6
700,1,0.0,1,2640,173,194,120,selenium/40_6.png, Submit ,0
701,0,440.4568650844257,0,592,255,255,255,selenium/40_6.png,squid.,6
702,0,343.01166160933946,0,308,255,255,255,selenium/40_6.png,,6
703,1,0.0,1,21761,173,194,120,selenium/40_6.png, Active ,6
704,0,155.6574765310038,0,176,255,255,255,selenium/40_6.png,,6
705,0,234.30749027719963,0,308,255,255,255,selenium/40_6.png,,6
706,1,0.0,1,2660,173,194,120,selenium/40_6.png, Active ,6
707,4,0.0,1,20835,255,255,255,selenium/40_6.png, Disabled  Home  Profile  Dropdown ,6
708,0,36.173194495371845,0,897,255,255,255,selenium/40_6.png,Ranges,6
709,0,56.555282688710875,0,897,255,255,255,selenium/40_6.png,Checked,6
710,0,37.406550228536176,0,176,173,194,120,selenium/40_6.png,ited,6
711,0,39.75550276376844,0,187,173,194,120,selenium/40_6.png,Help,6
712,0,42.07433897282285,0,360,173,194,120,selenium/40_6.png,Twitter,6
713,0,42.50294107470682,0,441,173,194,120,selenium/40_6.png,GitHub,6
714,65,0.0,1,884658,255,255,255,selenium/40_6.png," Bootswatch  Themes  Help  Blog  ited  GitHub  Twitter  Default  switch  checkbox  input  Checked  switch  checkbox  input  Ranges  Example  range  Disabled  range  Example  range  Submit  Navs  Tabs  Active  Dropdown  Link  Disabled  Disabled  Home  Profile  Dropdown  Raw  denim  probably  jean  Active  Austin.  Nesciunt  stumptown  aliqua,  retro  synth  master  cleanse.  Mustache  cliche  tempor,  Dropdown  williamsburg  carles  helvetica.  Reprehenderit  vegan  butcher  retro  keffiyeh  dreamcatcher  synth.  sweater  irure  terry  richardson  squid. ",6
715,0,297.2679767482532,0,13500,255,255,255,selenium/40_6.png,,6
716,0,184.586700496,0,6360,255,255,255,selenium/40_6.png,Dropdown,6
717,0,71.47377141301556,0,6390,255,255,255,selenium/40_6.png,Navs,6
718,0,178.98603297464302,0,13860,255,255,255,selenium/40_6.png,Navs,6
719,0,258.11818998280614,0,6360,255,255,255,selenium/40_6.png,range,6
720,0,68.50729888121411,0,6390,255,255,255,selenium/40_6.png,Submit,6
721,0,145.20416660688494,0,13860,255,255,255,selenium/40_6.png,range,6
722,0,207.5265043313745,0,6360,255,255,255,selenium/40_6.png,input,6
723,0,30.20761493398643,0,6390,255,255,255,selenium/40_6.png,range,6
724,0,135.36617007214173,0,13860,255,255,255,selenium/40_6.png,range,6
725,0,55.731499172371095,0,176,255,255,255,selenium/38_3.png,COLUMN,6
726,0,32.57299494980466,0,176,255,255,255,selenium/38_3.png,HEADING,6
727,0,36.138621999185304,0,176,255,255,255,selenium/38_3.png,TYPE,6
728,0,94.54099639838793,0,330,192,192,192,selenium/38_3.png,metus,6
729,0,32.00390601161052,0,176,255,255,255,selenium/38_3.png,LUX,6
730,0,47.92963592601137,0,176,255,255,255,selenium/38_3.png,THEMES.,6
731,0,50.1422975141746,0,360,255,255,255,selenium/38_3.png,vestibulum.,6
732,0,44.91102314577124,0,440,255,255,255,selenium/38_3.png,GITHUB,6
733,7,0.0,1,88740,255,255,255,selenium/38_3.png, BOOTSWATCH  THEMES.  GITHUB  TWITTER  HELP  BLOG  LUX ,6
734,136,0.0,1,884658,255,255,255,selenium/38_3.png," BOOTSWATCH  THEMES.  GITHUB  TWITTER  HELP  BLOG  LUX  vestibulum.  venenatis  quam  MUTED  TEXT  This  line  treated  text  meant  fine  print.  Etiam  porta  malesuada  Vivamus  sagittis  lacus  vel  sem  magna  euismod.  mollis  following  rendered  bold  laoreet  rutrum  The  augue  text.  faucibus  dolor  auctor.  Donec  ullamcorper  nulla  metus  non  auctor  fringilla.  The  following  rendered  italicized  text.  Duis  molli:

   est  commodo  non  porttitor  luctus,  nisi  erat  ligula.  abbreviation  the  word  attribute  Maecenas  sed  diam  eget  risus  blandit  varius  sit  amet  non  magna.  BLOCKQUOTES  Lorem  dolor  dolor  dolor  ipsum  sit  Lorem  ipsum  sit  Lorem  ipsum  sit  amet,  amet,  amet,  adipiscing  adipiscing  adipiscing  consectetur  elit.  consectetur  elit.  consectetur  elit.  Integer  erat  ante.  Integer  erat  ante.  Integer  erat  ante.  posuere  posuere  posuere  Someone  Source  Title  Someone  famous  Source  Title  Someone  Source  Title  famous  famous  TABLES  COLUMN  HEADING  COLUMN  HEADING  COLUMN  HEADING  TYPE ",6
735,0,396.72660611559695,0,28260,255,255,255,selenium/38_3.png,COLUMN,6
736,0,19.474342094150447,0,1350,214,159,42,selenium/32_9.png,Animated,6
737,0,40.152833025827704,0,176,6,6,6,selenium/32_9.png,Cyborg,6
738,0,35.78407467016578,0,187,6,6,6,selenium/32_9.png,,6
739,0,38.58108344772085,0,357,6,6,6,selenium/32_9.png,male,6
740,0,38.00328933131973,0,462,6,6,6,selenium/32_9.png,GitHub,6
741,16,0.0,1,884658,6,6,6,selenium/32_9.png, Bootswatch  Wayans  GitHub  Blog  Cyborg  male  FIUuyless  Basic  Contextual  alternatives  Multiple  lef] 8S  Striped  Animated  Containers ,6
742,0,390.50288091126805,0,5430,6,6,6,selenium/32_9.png,lef] 8S,6
743,0,209.42898557745056,0,8250,6,6,6,selenium/32_9.png,Animated,6
744,0,346.4105223575058,0,28260,6,6,6,selenium/32_9.png,lef] 8S,6
745,0,293.2984827782101,0,28260,6,6,6,selenium/32_9.png,alternatives,6
746,0,403.0310161761747,0,6840,40,40,40,selenium/32_9.png,GitHub,6
747,0,177.341478509682,0,20880,6,6,6,selenium/32_9.png,lef] 8S,6
748,0,263.8275952208184,0,28260,6,6,6,selenium/32_9.png,alternatives,6
749,0,380.8411742445924,0,13860,40,40,40,selenium/32_9.png,GitHub,6
750,0,54.589376255824725,0,13860,6,6,6,selenium/32_9.png,lef] 8S,6
751,0,237.12443990445186,0,28260,6,6,6,selenium/32_9.png,alternatives,6
752,0,60.4648658313239,0,6840,6,6,6,selenium/32_9.png,Multiple,6
753,0,214.2265156324025,0,28260,6,6,6,selenium/32_9.png,alternatives,6
754,0,28.98706608127149,0,6840,6,6,6,selenium/32_9.png,Contextual,6
755,0,182.08308543079997,0,28260,6,6,6,selenium/32_9.png,alternatives,6
756,3,0.0,1,8370,70,184,87,selenium/12_0.png, cFetat |  ise ,0
757,1,0.0,1,44274,230,230,230,selenium/12_0.png, Message ,2
758,1,0.0,1,14220,230,230,230,selenium/12_0.png, Subject ,1
759,1,0.0,1,14220,230,230,230,selenium/12_0.png, Email ,1
760,1,0.0,1,14220,230,230,230,selenium/12_0.png, Name ,1
761,0,320.1362990977437,0,308,70,184,87,selenium/12_0.png,ise,6
762,0,319.9789055547256,0,2135,245,245,245,selenium/12_0.png,cFetat |,6
763,0,267.25456029785533,0,800,245,245,245,selenium/12_0.png,Message,6
764,0,306.82934996509056,0,621,255,255,255,selenium/12_0.png,Message,6
765,9,0.0,1,673013,255,255,255,selenium/12_0.png, Get  touch  Name  Email  Subject  Message  cFetat |  ise ,6
766,2,0.0,1,13536,255,255,255,selenium/40_13.png, Accordion  Item ,0
767,2,0.0,1,13536,255,255,255,selenium/40_13.png, Accordion  Item ,0
768,2,0.0,1,13248,247,249,242,selenium/40_13.png, Accordion  Item ,0
769,0,410.1127893640968,0,391,255,255,255,selenium/40_13.png,,6
770,0,334.1081411758774,0,391,255,255,255,selenium/40_13.png,,6
771,0,210.52375162912142,0,170,255,255,255,selenium/40_13.png,Accordion,6
772,52,0.0,1,118368,255,255,255,selenium/40_13.png," the   

‘em's  accordion  shown  default,  the  collapse  plugin  the  appropriate  classes  use  each  element.  classes  the  control  overall  appearance,  well  the  showing  and  hiding  via  css  transitions.  You  any  can  css  overriding  custom  our  default  variables.  also  noting  just  within  the  any  can  go  though  the  accordion-body,  transition  limit  does  overflow. ",6
773,0,46.52418725781247,0,391,247,249,242,selenium/40_13.png,,6
774,0,37.27264412407577,0,176,173,194,120,selenium/40_13.png,TaN,6
775,0,31.216982557575932,0,187,173,194,120,selenium/40_13.png,,6
776,0,42.07433897282285,0,360,173,194,120,selenium/40_13.png,Twitter,6
777,0,42.50294107470682,0,441,173,194,120,selenium/40_13.png,GitHub,6
778,27,0.0,1,152278,255,255,255,selenium/40_13.png, sforelasyV-lneal  Themes  Help  Blog  TaN  GitHub  Twitter  rete ne a nd  the  card  and  the  card  and  make  make  the  the  card's  the  the  card's  Feeney  content. ,6
779,86,0.0,1,884658,255,255,255,selenium/40_13.png," sforelasyV-lneal  Themes  Help  Blog  TaN  GitHub  Twitter  rete ne a nd  the  card  and  the  card  and  make  make  the  the  card's  the  the  card's  Feeney  content.  Accordions  Accordion  Item  the   

‘em's  accordion  shown  default,  the  collapse  plugin  the  appropriate  classes  use  each  element.  classes  the  control  overall  appearance,  well  the  showing  and  hiding  via  css  transitions.  You  any  can  css  overriding  custom  our  default  variables.  also  noting  just  within  the  any  can  go  though  the  accordion-body,  transition  limit  does  overflow.  Accordion  Item  Accordion  Item ",6
780,0,440.70653500940966,0,16613,255,255,255,selenium/36_4.png,select,4
781,2,0.0,1,10693,255,255,255,selenium/36_4.png, value  wrong ,1
782,1,0.0,1,16613,255,255,255,selenium/36_4.png, Password ,1
783,2,0.0,1,10693,255,255,255,selenium/36_4.png, correct  value ,1
784,2,0.0,1,16613,255,255,255,selenium/36_4.png, Enter  email ,1
785,3,0.0,1,10693,239,236,233,selenium/36_4.png, Readonly  input  here.. ,1
786,3,0.0,1,10693,239,236,233,selenium/36_4.png, Disabled  input  here. ,1
787,0,393.1262519852878,0,247,255,255,255,selenium/36_4.png,"Sorry,",6
788,0,430.11626335213134,0,280,255,255,255,selenium/36_4.png,Example,6
789,0,343.8495310451942,0,650,255,255,255,selenium/36_4.png,another?,6
790,0,152.3425416618746,0,624,255,255,255,selenium/36_4.png,another?,6
791,0,272.72376134103166,0,354,192,192,192,selenium/36_4.png,content,6
792,0,33.734255586866,0,176,255,255,255,selenium/36_4.png,Litera,6
793,0,35.510561809129406,0,176,255,255,255,selenium/36_4.png,Help,6
794,0,36.66742423459821,0,378,255,255,255,selenium/36_4.png,Twitter,6
795,0,37.013511046643494,0,418,255,255,255,selenium/36_4.png,GitHub,6
796,73,0.0,1,884658,255,255,255,selenium/36_4.png," Bootswatch  Twitter  Themes  Help  Blog  Litera  GitHub  Info  Tere) nn)  Column  Column  content  foreyalteiala  content  Light  Column  content  Column  content  Column  content  ierliid  Column  ‘Column  Column  content  foe)alteiala  content  Forms  Disabled  input  Legend  Disabled  input  here.  Email  email@example.com  Readonly  input  address  Readonly  input  here..  Enter  email  We'll  share  email  with  else.  never  your  anyone  input  Password  correct  value  Password  done  Success!  You've  Invalid  input  Example  select  value  wrong  Sorry,  that  taken.  another?  username's ",6
797,0,19.924858845171276,0,27900,250,249,248,selenium/36_4.png,‘Column,6
798,0,6.082762530298219,0,27900,184,162,23,selenium/36_4.png,Column,6
799,0,21.840329667841555,0,27900,78,173,240,selenium/36_4.png,Column,6
800,0,43.91184350491334,0,27900,255,255,255,selenium/36_4.png,Column,6
801,3,0.0,1,18422,34,34,34,selenium/33_13.png, #3  Accordion  risa) ,0
802,3,0.0,1,13248,242,239,235,selenium/33_13.png, Accordion  Item #1 ,0
803,0,248.68152323805643,0,391,34,34,34,selenium/33_13.png,Dialogs,6
804,0,204.95670274475046,0,391,34,34,34,selenium/33_13.png,Dialogs,6
805,0,73.90027063549903,0,170,34,34,34,selenium/33_13.png,Dialogs,6
806,0,4.6097722286464435,0,391,242,239,235,selenium/33_13.png,the,6
807,0,37.8549864614954,0,176,127,90,55,selenium/33_13.png,IPE a aN,6
808,0,36.87817782917155,0,176,127,90,55,selenium/33_13.png,allied,6
809,0,39.45883931389772,0,360,127,90,55,selenium/33_13.png,Twitter,6
810,0,38.265519727294965,0,440,127,90,55,selenium/33_13.png,GitHub,6
811,89,0.0,1,884658,34,34,34,selenium/33_13.png," Bootswatch  Themes  allied  [ilet=4  IPE a aN  GitHub  Twitter  Accordions  Accordion  Item #1  Bae  the  Sie  accordion  body.  Itis  shown  default,  until  the  feel  Foyt =A  adds  the  Eee el  Saale  style  classes  each  coh oo  element.  aN atstted  classes  control  the  overall  well  appearance,  showing  and  hiding  eas  via  transitions.  El aes  can  this  with  Tess)  oetaatelint4  custom  default  iia  worth  variables.  also  our  Sela  just  about  Thala  noting  can  any  within  accordion-  body,  baatse  though  transition  Ta  the  does  overflow.  Accordion  in)  #2  #3  Accordion  risa)  Dialogs ",6
812,0,394.0012690334893,0,784,255,255,255,selenium/37_9.png,,6
813,2,0.0,1,10115,255,255,255,selenium/37_9.png, Dapibus  facilisis ,6
814,2,0.0,1,10080,255,255,255,selenium/37_9.png, Dapibus  facilisis ,6
815,0,341.50915068267204,0,336,186,140,21,selenium/37_9.png,,6
816,0,332.5093983634147,0,924,255,255,255,selenium/37_9.png,,6
817,3,0.0,1,10080,255,255,255,selenium/37_9.png, Cras  justo  odio ,6
818,3,0.0,1,10767,186,140,21,selenium/37_9.png, Cras  justo  odio ,6
819,18,0.0,1,26967,186,140,21,selenium/37_9.png, heading  ice  item  Tove  group  ago  ip yeynt=ten  lie  Pate)  porta  non  Maecenas  sed  diam  fog  de  (oa ,6
820,5,0.0,1,26967,255,255,255,selenium/37_9.png, Cras  justo  odio  Dapibus  facilisis ,6
821,5,0.0,1,26878,255,255,255,selenium/37_9.png, Cras  justo  odio  Dapibus  facilisis ,6
822,0,84.52366532516204,0,366,192,192,192,selenium/37_9.png,ago,6
823,0,153.0,0,1200,186,140,21,selenium/37_9.png,,6
824,0,77.50161288644256,0,1350,186,140,21,selenium/37_9.png,Animated,6
825,0,36.840874039577294,0,187,246,246,246,selenium/37_9.png,Lumen,6
826,0,35.7246413557925,0,187,246,246,246,selenium/37_9.png,Help,6
827,0,36.62308015445998,0,378,246,246,246,selenium/37_9.png,Twitter,6
828,0,35.5,0,441,246,246,246,selenium/37_9.png,GitHub,6
829,0,73.0,0,6840,255,255,255,selenium/37_9.png,heading,6
830,0,211.0,0,6840,240,240,240,selenium/37_9.png,heading,6
831,0,251.91466809219347,0,13860,240,240,240,selenium/37_9.png,ice,6
832,0,141.28694207179942,0,9660,255,255,255,selenium/37_9.png,,6
833,0,380.1726581436387,0,5430,255,255,255,selenium/37_9.png,Lumen,6
